1,2,-1.360000,-1.360000,-1.360000,2
1,3,1.360000,1.360000,-1.360000,2
1,4,-1.360000,1.360000,1.360000,2
1,5,1.360000,-1.360000,1.360000,2
2,1,1.360000,1.360000,1.360000,2
2,26,-1.360000,-1.360000,1.360000,2
3,1,-1.360000,-1.360000,1.360000,2
3,25,1.360000,1.360000,1.360000,2
4,1,1.360000,-1.360000,-1.360000,2
4,6,-1.360000,1.360000,-1.360000,2
4,7,-1.360000,-1.360000,1.360000,2
4,8,1.360000,1.360000,1.360000,0
5,1,-1.360000,1.360000,-1.360000,2
5,9,1.360000,-1.360000,-1.360000,2
5,10,-1.360000,-1.360000,1.360000,2
5,11,1.360000,1.360000,1.360000,2
6,4,1.360000,-1.360000,1.360000,2
7,4,1.360000,1.360000,-1.360000,2
7,23,1.360000,-1.360000,1.360000,2
7,27,-1.360000,-1.360000,-1.360000,2
8,4,-1.360000,-1.360000,-1.360000,0
8,13,1.360000,-1.360000,1.360000,0
8,15,1.360000,1.360000,-1.360000,0
8,16,-1.360000,1.360000,1.360000,0
9,5,-1.360000,1.360000,1.360000,2
10,5,1.360000,1.360000,-1.360000,2
10,22,-1.360000,-1.360000,-1.360000,2
10,23,-1.360000,1.360000,1.360000,2
10,24,1.360000,-1.360000,1.360000,2
11,5,-1.360000,-1.360000,-1.360000,2
11,12,1.360000,1.360000,-1.360000,2
11,13,-1.360000,1.360000,1.360000,0
11,14,1.360000,-1.360000,1.360000,2
12,11,-1.360000,-1.360000,1.360000,2
12,25,-1.360000,1.360000,-1.360000,2
12,28,1.360000,1.360000,1.360000,2
13,11,1.360000,-1.360000,-1.360000,0
13,8,-1.360000,1.360000,-1.360000,0
13,17,-1.360000,-1.360000,1.360000,0
13,18,1.360000,1.360000,1.360000,0
14,11,-1.360000,1.360000,-1.360000,2
14,29,-1.360000,-1.360000,1.360000,2
14,30,1.360000,1.360000,1.360000,2
15,8,-1.360000,-1.360000,1.360000,0
15,25,1.360000,-1.360000,-1.360000,2
15,31,1.360000,1.360000,1.360000,2
16,8,1.360000,-1.360000,-1.360000,0
16,32,1.360000,1.360000,1.360000,2
17,13,1.360000,1.360000,-1.360000,0
17,23,-1.360000,-1.360000,-1.360000,2
17,33,1.360000,-1.360000,1.360000,2
18,13,-1.360000,-1.360000,-1.360000,0
18,19,1.360000,1.360000,-1.360000,2
18,20,-1.360000,1.360000,1.360000,2
18,21,1.360000,-1.360000,1.360000,2
19,18,-1.360000,-1.360000,1.360000,2
19,28,1.360000,-1.360000,-1.360000,2
19,31,-1.360000,1.360000,-1.360000,2
20,18,1.360000,-1.360000,-1.360000,2
20,32,-1.360000,1.360000,-1.360000,2
21,18,-1.360000,1.360000,-1.360000,2
21,30,1.360000,-1.360000,-1.360000,2
21,34,-1.360000,-1.360000,1.360000,2
22,10,1.360000,1.360000,1.360000,2
22,26,-1.360000,1.360000,-1.360000,2
23,10,1.360000,-1.360000,-1.360000,2
23,7,-1.360000,1.360000,-1.360000,2
23,17,1.360000,1.360000,1.360000,2
24,10,-1.360000,1.360000,-1.360000,2
24,29,1.360000,1.360000,1.360000,2
25,3,-1.360000,-1.360000,-1.360000,2
25,12,1.360000,-1.360000,1.360000,2
25,15,-1.360000,1.360000,1.360000,2
26,2,1.360000,1.360000,-1.360000,2
26,22,1.360000,-1.360000,1.360000,2
26,27,-1.360000,1.360000,1.360000,2
27,7,1.360000,1.360000,1.360000,2
27,26,1.360000,-1.360000,-1.360000,2
28,12,-1.360000,-1.360000,-1.360000,2
28,19,-1.360000,1.360000,1.360000,2
28,35,1.360000,-1.360000,1.360000,2
29,14,1.360000,1.360000,-1.360000,2
29,24,-1.360000,-1.360000,-1.360000,2
29,33,-1.360000,1.360000,1.360000,2
30,14,-1.360000,-1.360000,-1.360000,2
30,21,-1.360000,1.360000,1.360000,2
30,35,1.360000,1.360000,-1.360000,2
31,15,-1.360000,-1.360000,-1.360000,2
31,19,1.360000,-1.360000,1.360000,2
31,36,-1.360000,1.360000,1.360000,2
32,16,-1.360000,-1.360000,-1.360000,2
32,20,1.360000,-1.360000,1.360000,2
32,36,1.360000,1.360000,-1.360000,2
33,17,-1.360000,1.360000,-1.360000,2
33,29,1.360000,-1.360000,-1.360000,2
33,34,1.360000,1.360000,1.360000,2
34,21,1.360000,1.360000,-1.360000,2
34,33,-1.360000,-1.360000,-1.360000,2
35,28,-1.360000,1.360000,-1.360000,2
35,30,-1.360000,-1.360000,1.360000,2
36,31,1.360000,-1.360000,-1.360000,2
36,32,-1.360000,-1.360000,1.360000,2
